dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
2021-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,casual,1
2021-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,casual,5
2021-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,casual,5
2021-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,casual,5
2021-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0,casual,4
2021-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0,casual,1
2021-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0,casual,1
2021-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0,casual,0
2021-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0,casual,0
2021-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0,casual,1
2021-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0,casual,1
2021-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0,casual,1
2021-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0,casual,6
2021-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1,0,casual,7
2021-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0,casual,3
2021-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,casual,6
2021-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,casual,11
2021-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0,casual,7
2021-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,casual,10
2021-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,casual,8
2021-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,casual,4
2021-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,casual,16
2021-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,casual,9
2021-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,casual,5
2021-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0,casual,5
2021-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,casual,6
2021-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,casual,3
2021-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,casual,3
2021-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0,casual,6
2021-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0,casual,4
2021-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,casual,0
2021-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,casual,1
2021-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,casual,0
2021-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,casual,0
2021-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,casual,0
2021-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,casual,0
2021-02-08,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179,casual,3
2021-02-08,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,casual,7
2021-02-08,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,casual,7
2021-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,casual,4
2021-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,casual,1
2021-02-08,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,casual,2
2021-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,casual,2
2021-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,casual,3
2021-02-08,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,casual,6
2021-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,casual,4
2021-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,casual,4
2021-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,casual,1
2021-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,casual,1
2021-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,casual,3
2021-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,casual,8
2021-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,casual,0
2021-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,casual,3
2021-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,casual,0
2021-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,casual,0
2021-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,casual,1
2021-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,casual,0
2021-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,casual,0
2021-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,casual,0
2021-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,casual,4
2021-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0,casual,1
2021-02-09,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,casual,4
2021-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0,casual,8
2021-02-09,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,casual,1
2021-02-09,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,casual,4
2021-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,casual,2
2021-02-09,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,casual,2
2021-02-09,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,casual,3
2021-02-09,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0.2537,casual,7
2021-02-09,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,casual,9
2021-02-09,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,casual,2
2021-02-09,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,casual,1
2021-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,casual,0
2021-02-09,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,casual,0
2021-02-09,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,casual,4
2021-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,casual,0
2021-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,casual,0
2021-02-10,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,casual,0
2021-02-10,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,casual,0
2021-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,casual,0
2021-02-10,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,casual,0
2021-02-10,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,casual,0
2021-02-10,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,casual,0
2021-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,casual,5
2021-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,casual,1
2021-02-10,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,casual,1
2021-02-10,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,casual,1
2021-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,casual,4
2021-02-10,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,casual,3
2021-02-10,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,casual,6
2021-02-10,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537,casual,0
2021-02-10,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,casual,4
2021-02-10,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,casual,6
2021-02-10,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,casual,3
2021-02-10,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,casual,2
2021-02-10,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,casual,4
2021-02-10,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0,casual,2
2021-02-10,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0,casual,4
2021-02-10,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,casual,1
2021-02-11,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,casual,2
2021-02-11,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,casual,1
2021-02-11,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,casual,0
2021-02-11,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,casual,0
2021-02-11,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,casual,1
2021-02-11,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0,casual,1
2021-02-11,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,casual,4
2021-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,casual,8
2021-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.194,casual,5
2021-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,casual,12
2021-02-11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,casual,7
2021-02-11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,casual,21
2021-02-11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,casual,17
2021-02-11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,casual,12
2021-02-11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,casual,14
2021-02-11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0,casual,18
2021-02-11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0,casual,9
2021-02-11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0,casual,7
2021-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,casual,2
2021-02-11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,casual,1
2021-02-11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,casual,2
2021-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0,casual,5
2021-02-12,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,casual,3
2021-02-12,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0,casual,2
2021-02-12,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0,casual,2
2021-02-12,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,casual,3
2021-02-12,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,casual,0
2021-02-12,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,casual,0
2021-02-12,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,casual,1
2021-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,casual,2
2021-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,casual,2
2021-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,casual,5
2021-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,casual,13
2021-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,casual,30
2021-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,casual,27
2021-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,casual,32
2021-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,casual,30
2021-02-12,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,casual,47
2021-02-12,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,casual,42
2021-02-12,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,casual,24
2021-02-12,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,casual,4
2021-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,casual,2
2021-02-12,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,casual,1
2021-02-12,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,casual,9
2021-02-12,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,casual,6
2021-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,casual,1
2021-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,casual,5
2021-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,casual,1
2021-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,casual,1
2021-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,casual,4
2021-02-13,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,casual,0
2021-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,casual,2
2021-02-13,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0,casual,0
2021-02-13,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,casual,1
2021-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,casual,12
2021-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,casual,19
2021-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,casual,26
2021-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,casual,58
2021-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,casual,62
2021-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,casual,51
2021-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,casual,40
2021-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,casual,28
2021-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,casual,30
2021-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,casual,17
2021-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,casual,11
2021-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,casual,15
2021-02-13,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,casual,6
2021-02-13,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,casual,5
2021-02-13,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,casual,3
2021-02-14,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,casual,3
2021-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,casual,1
2021-02-14,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,casual,0
2021-02-14,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,casual,1
2021-02-14,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,casual,0
2021-02-14,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,casual,0
2021-02-14,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,casual,1
2021-02-14,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,casual,2
2021-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,casual,7
2021-02-14,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,casual,8
2021-02-14,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,casual,9
2021-02-14,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,casual,10
2021-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,casual,27
2021-02-14,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,casual,27
2021-02-14,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,casual,14
2021-02-14,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,casual,19
2021-02-14,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,casual,16
2021-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,casual,25
2021-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,casual,11
2021-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,casual,12
2021-02-14,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,casual,5
2021-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,casual,8
2021-02-14,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,casual,1
2021-02-14,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,casual,1
2021-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,casual,7
2021-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,casual,0
2021-02-15,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,casual,1
2021-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,casual,0
2021-02-15,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,casual,0
2021-02-15,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,casual,0
2021-02-15,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,casual,2
2021-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,casual,10
2021-02-15,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,casual,2
2021-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,casual,5
2021-02-15,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,casual,11
2021-02-15,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,casual,6
2021-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,casual,14
2021-02-15,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,casual,10
2021-02-15,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,casual,11
2021-02-15,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,casual,21
2021-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,casual,15
2021-02-15,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,casual,14
2021-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,casual,3
2021-02-15,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,casual,3
2021-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,casual,5
2021-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,casual,0
2021-02-15,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,casual,0
2021-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,casual,0
2021-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,casual,0
2021-02-16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,casual,0
2021-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,casual,0
2021-02-16,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,casual,0
2021-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,casual,1
2021-02-16,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,casual,5
2021-02-16,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,casual,6
2021-02-16,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,casual,2
2021-02-16,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,casual,14
2021-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,casual,7
2021-02-16,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,casual,14
2021-02-16,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,casual,13
2021-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,casual,17
2021-02-16,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,casual,35
2021-02-16,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,casual,26
2021-02-16,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,casual,11
2021-02-16,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,casual,20
2021-02-16,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,casual,18
2021-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,casual,10
2021-02-16,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,casual,5
2021-02-16,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,casual,12
2021-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,casual,2
2021-02-17,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,casual,1
2021-02-17,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,casual,0
2021-02-17,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,casual,2
2021-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,casual,3
2021-02-17,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,casual,3
2021-02-17,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,casual,1
2021-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,casual,3
2021-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,casual,7
2021-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,casual,18
2021-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,casual,16
2021-02-17,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,casual,18
2021-02-17,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,casual,19
2021-02-17,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,casual,15
2021-02-17,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,casual,15
2021-02-17,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,casual,26
2021-02-17,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,casual,15
2021-02-17,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,casual,29
2021-02-17,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,casual,18
2021-02-17,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,casual,11
2021-02-17,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,casual,14
2021-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,casual,8
2021-02-17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,casual,5
2021-02-17,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,casual,8
2021-02-17,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,casual,4
2021-02-18,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,casual,12
2021-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,casual,1
2021-02-18,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,casual,2
2021-02-18,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,casual,2
2021-02-18,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,casual,0
2021-02-18,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,casual,1
2021-02-18,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,casual,2
2021-02-18,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,casual,8
2021-02-18,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,casual,26
2021-02-18,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,casual,15
2021-02-18,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,casual,17
2021-02-18,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,casual,31
2021-02-18,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,casual,59
2021-02-18,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,casual,45
2021-02-18,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,casual,73
2021-02-18,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,casual,55
2021-02-18,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,casual,68
2021-02-18,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,casual,52
2021-02-18,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,casual,29
2021-02-18,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,casual,16
2021-02-18,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,casual,19
2021-02-18,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,casual,11
2021-02-18,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,casual,19
2021-02-18,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,casual,16
2021-02-19,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,casual,6
2021-02-19,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,casual,10
2021-02-19,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,casual,3
2021-02-19,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,casual,0
2021-02-19,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,casual,0
2021-02-19,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,casual,0
2021-02-19,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,casual,3
2021-02-19,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,casual,6
2021-02-19,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,casual,9
2021-02-19,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,casual,18
2021-02-19,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,casual,34
2021-02-19,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,casual,47
2021-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,casual,38
2021-02-19,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,casual,52
2021-02-19,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,casual,102
2021-02-19,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,casual,84
2021-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,casual,39
2021-02-19,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,casual,36
2021-02-19,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,casual,21
2021-02-19,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,casual,5
